,Landfill Name,State,County
1760,Mohawk Valley SLF,NY,Herkimer
1761,Monroe Livingston SLF,NY,Livingston
1763,New Bath Landfill,NY,Steuben
1764,Niagara Falls Landfill,NY,Niagara
1765,Niagara Landfill,NY,Erie
1767,North Sea LF,NY,Suffolk
1769,Oceanside LF,NY,Nassau
1771,Ontario County SLF,NY,Ontario
1772,Orange County LF,NY,Orange
1776,Philipstown SLF,NY,Putnam
1777,"Port Washington LF, L-5",NY,Nassau
1778,Queensbury LF,NY,Warren
1780,Saratoga Springs LF,NY,Saratoga
1782,Seneca Meadows SWMF,NY,Seneca
1783,Smithtown Municipal Services Facility,NY,Suffolk
1784,Sullivan County LF,NY,Sullivan
1786,Tonawanda Landfill,NY,Erie
1787,Town of Colonie SLF,NY,Albany
1790,Troy SLF,NY,Rensselaer
1791,Village of Lake George Landfill,NY,Warren
1793,Watertown Landfill,NY,Jefferson
1795,Akron Regional Landfill,OH,Summit
1796,American LF,OH,Stark
1797,Apex Sanitary Landfill,OH,Jefferson
1799,Athens-Hocking Reclamation Center,OH,Athens
1800,Bedford #1 and #2 LFs,OH,Franklin
1801,Beech Hollow SLF,OH,Jackson
1802,Bigfoot Run Landfill,OH,Warren
1803,Bobmeyer Road MSW Landfill,OH,Butler
1805,Carbon Limestone LF,OH,Mahoning
1806,Celina Landfill,OH,Mercer
1807,"Central Waste, Inc. LF",OH,Mahoning
1808,"Cherokee Run Landfill, Inc.",OH,Logan
1809,City of Brooklyn LF,OH,Cuyahoga
1811,City of Xenia LF,OH,Greene
1812,CLD Landfill,OH,Mahoning
1813,Cleveland Land Development LF,OH,Cuyahoga
1814,"Coshocton Landfill, Inc.",OH,Coshocton
1815,County Environmental Landfill of Wyandot,OH,Wyandot
1816,Countywide Recycling & Disposal LF,OH,Stark
1817,Crawford County Sanitary LF,OH,Crawford
1818,Cuyahoga Regional Sanitary LF,OH,Cuyahoga
1819,Defiance County Landfill,OH,Defiance
1820,Duck Creek,OH,Washington
1821,"East Liverpool LF, Inc.",OH,Columbiana
1822,ELDA RDF,OH,Hamilton
1823,Erie County SLF,OH,Erie
1824,Evergreen Recycling & Disposal LF,OH,Wood
1826,Franklin County SLF,OH,Franklin
1827,Gallia County LF,OH,Gallia
1828,Geneva Landfill,OH,Ashtabula
1829,Glenwillow Landfill,OH,Cuyahoga
1830,Hancock County Sanitary LF,OH,Hancock
1831,Henry County LF,OH,Henry
1832,Hoffman Road Sanitary LF,OH,Lucas
1833,Holmes County LF,OH,Holmes
1834,Huron County LF,OH,Huron
1835,Kimble Sanitary LF,OH,Tuscarawas
1836,Lake County Recycling and Disposal Facility,OH,Geauga
1837,Lake County SWF,OH,Lake
1838,Lorain County Landfill I & II,OH,Lorain
1839,Mahoning LF,OH,Mahoning
1840,Middletown City LF,OH,Butler
1841,Model Landfill,OH,Franklin
1842,Mt. Eaton East Landfill,OH,Wayne
1843,Muskingum,OH,Muskingum
1844,Noble Road LF,OH,Richland
1845,North Sanitary Landfill,OH,Montgomery
1846,Ottawa County LF,OH,Ottawa
1847,Pike Sanitation LF,OH,Pike
1848,Pine Grove Landfill,OH,Fairfield
1849,Preble County SLF,OH,Preble
1850,Putnam County LF,OH,Putnam
1851,Royalton Road Sanitary LF,OH,Cuyahoga
1852,Rumpke Brown County Landfill,OH,Brown
1853,"Rumpke SLF, Inc.",OH,Hamilton
1854,Seneca East Landfill,OH,Seneca
1855,Springfield Landfill,OH,Clark
1856,State Wide LF,OH,Stark
1857,Stony Hollow Landfill Inc.,OH,Montgomery
1858,Suburban South R&D,OH,Perry
1859,"Sunny Farms Landfill, LLC",OH,Seneca
1860,Tremont LF,OH,Clark
1861,"Triangle Landfill, Inc.",OH,Ross
1862,Tunnel Hill Reclamation Landfill,OH,Perry
1863,Williams County LF,OH,Williams
1864,Willowcreek Landfill,OH,Portage
1865,Wilmington Sanitary LF,OH,Clinton
1866,Wood County Landfill,OH,Wood
1867,"Absolute Waste Solutions, Inc. Landfill",OK,Pottawatomie
1868,Alderson Regional Landfill,OK,Pittsburg
1869,American Environmental Landfill,OK,Osage
1870,Broken Arrow LF,OK,Wagoner
1871,Canadian Valley Landfill,OK,Pottawatomie
1872,Center Point Landfill,OK,Lincoln
1873,Cherokee Nation SLF,OK,Adair
1876,City of Okmulgee Landfill,OK,Okmulgee
1877,City of Sallisaw Solid Waste Disposal Facility,OK,Sequoyah
1878,East Oak SLF,OK,Oklahoma
1880,Enid City Landfill,OK,Garfield
1881,Fillsand Landfill,OK,Oklahoma
1882,Great Plains Landfill,OK,Grady
1883,Lawton LF,OK,Comanche
1885,Muskogee Community LF,OK,Muskogee
1886,Newcastle Landfill,OK,McClain
1889,Oklahoma City Landfill,OK,Oklahoma
1890,Oklahoma Environmental Management Authority (OEMA) Landfill,OK,Canadian
1891,Osage Landfill,OK,Osage
1893,Perkins,OK,Payne
1894,Ponca City Landfill,OK,Kay
1895,Porter Landfill,OK,Wagoner
1896,Quarry LF,OK,Tulsa
1897,Red Carpet Landfill Inc.,OK,Major
1899,Sooner Landfill,OK,Seminole
1900,Southeast OKC Landfill,OK,Oklahoma
1901,Southern OK Regional Disposal LF,OK,Carter
1902,Southern Plains Landfill,OK,Grady
1903,Stillwater Sanitary Landfill,OK,Payne
1908,Coffin Butte LF,OR,Benton
1909,Columbia Ridge LF,OR,Gilliam
1910,Crook County Landfill,OR,Crook
1911,Dry Creek Landfill,OR,Jackson
1912,Finley Buttes Regional Landfill,OR,Morrow
1915,Klamath Falls LF,OR,Klamath
1916,Knott Landfill,OR,Deschutes
1920,"Riverbend Landfill Company, Inc.",OR,Yamhill
1921,Roseburg LF,OR,Douglas
1922,Rossman's Landfill,OR,Clackamas
1923,Short Mountain LF,OR,Lane
1924,South Stage Landfill,OR,Jackson
1925,St. Johns LF,OR,Multnomah
1927,Wasco County Landfill,OR,Wasco
1928,"Adams Sanitation Company, Inc. Landfill",PA,Adams
1929,"Advanced Disposal Chestnut Valley Landfill, Inc.",PA,Fayette
1930,Advanced Disposal Greentree Landfill,PA,Elk
1931,Advanced Disposal Services Sandy Run Landfill,PA,Bedford
1932,Alliance SLF,PA,Lackawanna
1933,Amity LF Environmental & Recycling Services,PA,Lackawanna
1934,Arden LF,PA,Washington
1935,Bethlehem Landfill,PA,Northampton
1936,Blue Ridge Landfill,PA,Franklin
1937,Bradford County Landfill,PA,Bradford
1939,Chrin Brothers LF,PA,Northampton
1940,Commonwealth Environmental Systems (CES) LF,PA,Schuylkill
1941,Conestoga LF,PA,Berks
1943,County Environmental Landfill of Clarion,PA,Clarion
1944,Cumberland County LF,PA,Cumberland
1945,Dauphin Meadows LF,PA,Dauphin
1948,Evergreen Landfill,PA,Indiana
1949,Fairless Landfill,PA,Bucks
1951,Frey Farm-Creswell LF,PA,Lancaster
1952,Grand Central SLF,PA,Northampton
1953,Greater Lebanon Refuse Authority LF,PA,Lebanon
1954,Greenridge Reclamation Landfill,PA,Westmoreland
1955,GROWS Landfill,PA,Bucks
1957,Imperial Sanitary Landfill,PA,Allegheny
1958,J.J. Brunner LF,PA,Beaver
1959,Kelly Run SLF,PA,Allegheny
1961,"Keystone Sanitary Landfill, Inc.",PA,Lackawanna
1964,Lake View LF,PA,Erie
1965,Lanchester LF,PA,Lancaster
1967,Laurel Highlands LF,PA,Cambria
1969,Lycoming County Landfill,PA,Lycoming
1972,Mazzaro LF,PA,Allegheny
1973,McKean County LF,PA,McKean
1974,Mifflin County Solid Waste Authority LF,PA,Mifflin
1975,Modern LF,PA,York
1977,Monroeville LF,PA,Allegheny
1979,"Mostoller Landfill, Inc.",PA,Somerset
1980,Mountain View Reclamation Landfill,PA,Franklin
1981,Northwest SLF,PA,Butler
1982,Pine Grove Landfill Inc.,PA,Schuylkill
1983,Pioneer Crossing LF,PA,Berks
1984,Pottstown LF,PA,Montgomery
1986,Rolling Hills LF,PA,Berks
1989,SECCRA Community Landfill,PA,Chester
1990,Seneca Landfill Inc.,PA,Butler
1991,Shade Landfill,PA,Somerset
1992,South Hills Landfill,PA,Allegheny
1993,Southern Alleghenies LF,PA,Somerset
1995,Tullytown LF,PA,Bucks
1996,Valley LF,PA,Westmoreland
1998,Wayne Township LF,PA,Clinton
1999,Western Berks Community Landfill & Recycling Center,PA,Berks
2000,Westmoreland Waste SLF LLC,PA,Westmoreland
2001,York County SLF,PA,York
2035,Central LF,RI,Providence
2036,Cranston Sanitary Landfill,RI,Providence
2037,Tiverton Landfill #2,RI,Newport
2043,Anderson Regional Landfill,SC,Anderson
2046,Bees Ferry Road Subtitle D LF,SC,Charleston
2047,Berkeley County Subtitle D LF,SC,Berkeley
2048,Blackberry Valley Landfill,SC,Greenville
2049,Cherokee County Landfill,SC,Cherokee
2050,Chester County Landfill,SC,Chester
2051,City of Greenville Closed Landfill,SC,Greenville
2053,Croft Landfill,SC,Spartanburg
2054,Enoree Landfill,SC,Greenville
2057,Georgetown County Subtitle D LF,SC,Georgetown
2058,Greenwood County Landfills,SC,Greenwood
2059,Hickory Hill MSWLF,SC,Jasper
2060,Highway 321 Lexington County Landfill,SC,Lexington
2061,Horry County SWA Landfill,SC,Horry
2062,Kershaw County Landfill,SC,Kershaw
2064,Langley Landfill,SC,Aiken
2066,"Lee County LF, LLC",SC,Lee
2067,Lexington County Edmund Facility,SC,Lexington
2068,Northeast Sanitary Landfill,SC,Richland
2069,Oakridge Landfill Inc.,SC,Dorchester
2071,Palmetto Landfill,SC,Spartanburg
2074,Richland County Landfill,SC,Richland
2075,Richland County Landfill (closed),SC,Richland
2077,Seneca MSWLF,SC,Oconee
2078,Starr Sanitary Landfill,SC,Anderson
2079,Sumter County MSW LF,SC,Sumter
2080,Three Rivers Regional Subtitle D MSWLF,SC,Aiken
2081,Twin Chimneys Landfill,SC,Greenville
2082,Union County Regional MSW Landfill,SC,Union
2083,Wellford LF,SC,Spartanburg
2085,Williamsburg County MSWLF,SC,Williamsburg
2086,York County LF,SC,York
2087,Brookings Regional Landfill,SD,Brookings
2088,Brown County Landfill,SD,Brown
2089,City of Mitchell Landfill,SD,Davison
2090,Pierre Landfill,SD,Hughes
2091,Rapid City Landfill,SD,Pennington
2092,Sioux Falls Regional Sanitary Landfill (SFRSL),SD,Minnehaha
2093,Tri-County Landfill,SD,Brule
2094,Vermillion Landfill,SD,Clay
2095,Watertown Regional Landfill,SD,Codington
2096,Alcoa/ Maryville/ Blount County Landfill,TN,Blount
2097,Bi-County LF,TN,Montgomery
2100,Bolivar-Hardeman County LF,TN,Hardeman
2101,Bordeaux Landfill,TN,Davidson
2102,Bradley County LF,TN,Bradley
2106,Carter Valley Landfill,TN,Hawkins
2109,Cedar Ridge LF,TN,Marshall
2110,Cheatham County LF,TN,Cheatham
2112,Chestnut Ridge LF,TN,Anderson
2113,City of Chattanooga Landfill,TN,Hamilton
2117,Cocke County LF,TN,Cocke
2120,Cumberland County LF,TN,Cumberland
2124,Decatur County LF,TN,Decatur
2125,DeKalb County LF,TN,DeKalb
2128,Dyersburg City LF,TN,Dyer
2130,Eco-Safe Landfill,TN,Sullivan
2133,Fayette County LF,TN,Fayette
2137,Franklin County LF,TN,Franklin
2140,Gratio LF,TN,Obion
2141,Greeneville/Greene County LF,TN,Greene
2155,Iris Glen Environmental Center,TN,Washington
2156,Jackson-Madison County Landfill,TN,Madison
2157,Jefferson County LF,TN,Jefferson
2161,Johnson City Regional LF,TN,Washington
2164,Lakeway Sanitation & Recycling Class I,TN,Hamblen
2165,Lauderdale County LF,TN,Lauderdale
2166,Lawrenceburg City/County Balefill,TN,Lawrence
2170,Marion County LF,TN,Marion
2172,Matlock Bend Landfill,TN,Loudon
2175,McMinn County LF,TN,McMinn
2178,Meadow Branch Landfill,TN,McMinn
2179,Middle Point Landfill,TN,Rutherford
2181,Milan City LF,TN,Gibson
2184,Morristown Balefill Landfill,TN,Hamblen
2186,North Shelby Landfill,TN,Shelby
2188,Northwest Tennessee Landfill,TN,Obion
2192,Pickett County LF,TN,Pickett
2193,Pulaski City LF,TN,Giles
2195,Quail Hollow LF,TN,Bedford
2198,Rhea County LF,TN,Rhea
2199,Roane County Solid Waste Authority,TN,Roane
2201,Rutherford County LF,TN,Rutherford
2205,"Sevier Solid Waste, Incorporated",TN,Sevier
2206,Shelby County Millington LF,TN,Shelby
2207,Smith County LF,TN,Smith
2209,South Shelby Landfill,TN,Shelby
2210,Summit Landfill,TN,Hamilton
2211,Sykes Road,TN,Shelby
2214,Twin Oaks,TN,Knox
2216,Upper Cumberland LF,TN,Clay
2219,Volunteer Regional Landfill,TN,Scott
2221,West Camden Sanitary Landfill,TN,Benton
2222,White County LF,TN,White
2223,Williamson County LF,TN,Williamson
2225,121 Regional Disposal Facility,TX,Collin
2226,Abilene Environmental Landfill,TX,Jones
2227,Abilene Regional Landfill,TX,Jones
2228,Altair Disposal Services LLC,TX,Colorado
2229,Angelina County Waste Management Center,TX,Angelina
2230,Arlington LF,TX,Tarrant
2231,Atascocita RDF,TX,Harris
2232,Austin Community RDF,TX,Travis
2233,Baytown Landfill,TX,Chambers
2234,Bell County/Sparks LF,TX,Bell
2236,Bellfort Boulevard Landfill,TX,Harris
2239,Blossom Prairie Landfill,TX,Lamar
2240,Blue Bonnet LF,TX,Harris
2241,Blue Ridge LF,TX,Fort Bend
2242,Brownsville Municipal Landfill,TX,Cameron
2243,C&T Regional Landfill,TX,Hidalgo
2244,Caliche Canyon LF,TX,Lubbock
2245,Camelot Landfill,TX,Denton
2246,Cefe Valenzuela Landfill,TX,Nueces
2247,Charles M Hinton Jr Regional Landfill,TX,Dallas
2248,Charter Waste Landfill,TX,Ector
2249,City of Amarillo Landfill,TX,Potter
2250,City of Beaumont LF,TX,Jefferson
2251,City of Brownwood Landfill,TX,Brown
2253,City of Conroe LF,TX,Montgomery
2254,City of Corsicana LF,TX,Navarro
2255,City of Denton Landfill,TX,Denton
2256,City of Edinburg Landfill,TX,Hidalgo
2257,City of Fort Worth Southeast Landfill,TX,Tarrant
2258,City of Garland Castle Drive Landfill,TX,Dallas
2259,City of Grand Prairie LF,TX,Dallas
2260,City of Kingsville Landfill,TX,Kleberg
2261,City of Laredo LF,TX,Webb
2263,City of Midland MSW Landfill,TX,Midland
2264,City of Nacogdoches Landfill,TX,Nacogdoches
2266,City of Pampa LF,TX,Gray
2267,City of Perryton Landfill,TX,Ochiltree
2268,City of Port Arthur Landfill,TX,Jefferson
2270,City of Snyder Landfill,TX,Scurry
2271,City of Sweetwater LF,TX,Nolan
2272,City of Victoria Landfill,TX,Victoria
2273,City of Waco LF,TX,McLennan
2274,City of Wichita Falls LF,TX,Wichita
2275,Clint Landfill,TX,El Paso
2276,Coastal Plains RDF,TX,Galveston
2277,Colorado City Landfill,TX,Mitchell
2278,Covel Gardens RDF,TX,Bexar
2279,CSC Disposal and Landfill,TX,Ellis
2280,DFW Recycling & Disposal Facility,TX,Denton
2281,Eastside Landfill,TX,Tarrant
2282,ECD Landfill,TX,Ellis
2284,El Centro Landfill,TX,Nueces
2286,FM 812 Landfill,TX,Travis
2287,Fort Bend County Landfill,TX,Fort Bend
2288,Fort Bend Regional Landfill,TX,Fort Bend
2289,Fort Bliss Municipal Solid Waste Landfill,TX,El Paso
2290,Fort Hood Landfill,TX,Coryell
2291,Fort Worth Regional LF,TX,Tarrant
2292,Galveston County LF,TX,Galveston
2293,Golden Triangle Landfill,TX,Jefferson
2294,Greenwood Farms Landfill,TX,Smith
2297,Hillside Landfill,TX,Grayson
2298,Hunter Ferrell Landfill,TX,Dallas
2299,Hutchins Landfill,TX,Dallas
2300,IESI Buffalo Creek Landfill,TX,Wichita
2301,IESI East Texas Regional Landfill,TX,Rusk
2302,IESI Hardin County Landfill,TX,Hardin
2303,IESI Turkey Creek Landfill,TX,Johnson
2304,IESI Weatherford Landfill,TX,Parker
2305,Itasca Landfill,TX,Hill
2306,J.C. Elliott LF,TX,Nueces
2307,Kerrville Landfill,TX,Kerr
2308,La Gloria Ranch Landfill,TX,Hidalgo
2309,Lacy Lakeview RDF,TX,McLennan
2311,Lewisville Landfill,TX,Denton
2312,Maloy Landfill,TX,Hunt
2313,Maxwell Creek LF,TX,Collin
2314,McCarty Road LF,TX,Harris
2315,McCombs LF,TX,El Paso
2316,McCommas Bluff Landfill,TX,Dallas
2317,McKinney Landfill,TX,Collin
2318,Mesquite Creek LF,TX,Comal
2319,Mexia Landfill,TX,Limestone
2320,Mill Creek LF,TX,Tarrant
2321,Nelson Gardens LF,TX,Bexar
2322,New Boston Landfill,TX,Bowie
2323,Newton County Landfill,TX,Newton
2325,Orange County LF,TX,Orange
2326,Paris Landfill,TX,Lamar
2327,Pecan Prairie Landfill,TX,Hunt
2328,Pine Hill LF,TX,Gregg
2329,Pleasant Oaks Landfill,TX,Titus
2330,Polk County Landfill,TX,Polk
2331,Quail Canyon,TX,Lubbock
2332,Rio Grande Valley,TX,Hidalgo
2333,Rock Prairie Road Landfill,TX,Brazos
2334,Royal Oaks Landfill,TX,Cherokee
2335,San Angelo Landfill,TX,Tom Green
2336,Seabreeze Environmental Landfill,TX,Brazoria
2337,Security Recycling and Disposal LF,TX,Montgomery
2338,Sinton Landfill,TX,San Patricio
2339,Skyline LF,TX,Ellis
2340,Southwest Landfill,TX,Randall
2341,Sunset Farms Landfill,TX,Travis
2342,Temple Recycling & Disposal Facility,TX,Bell
2343,Tessman Road Landfill,TX,Bexar
2344,Texas Disposal Systems LF,TX,Travis
2345,Texoma Area Solid Waste Authority Landfill,TX,Grayson
2347,Trinity Oaks Landfill,TX,Dallas
2348,Twin Oaks Landfill,TX,Grimes
2349,West Texas Region Disposal Facility,TX,Lubbock
2350,Westside RDF,TX,Tarrant
2351,Whispering Pines LF,TX,Harris
2352,Williamson County LF,TX,Williamson
2353,Bayview LF,UT,Utah
2354,Beaver County LF,UT,Beaver
2356,Bountiful Sanitary LF,UT,Davis
2359,Carbon County LF,UT,Carbon
2360,City of Logan Sanitary Landfill,UT,Cache
2362,Davis County Landfill,UT,Davis
2363,Duchesne County LF,UT,Duchesne
2364,ECDC Environmental Landfill,UT,Carbon
2365,Emery County LF,UT,Emery
2373,Iron County/ Armstrong Pit LF,UT,Iron
2374,Juab Rural Development Agency Landfill,UT,Juab
2376,Leekay Landfill,UT,Salt Lake
2377,Long Valley Sanitary Landfill,UT,Kane
2378,Manila City LF,UT,Daggett
2379,Millard County LF,UT,Millard
2380,North Valley Landfill (NVL),UT,Cache
2383,Payson City LF,UT,Utah
2384,Provo LF,UT,Utah
2385,Rich County LF,UT,Rich
2386,Salt Lake Valley LF,UT,Salt Lake
2393,Summit County/Three Mile Canyon LF,UT,Summit
2394,Tekoi Landfill,UT,Tooele
2397,Trans-Jordan LF,UT,Salt Lake
2399,Uintah County/Vernal City LF,UT,Uintah
2401,Wasatch Regional Landfill,UT,Tooele
2402,Washington County Landfill,UT,Washington
2403,Weber County LF,UT,Weber
2409,Amherst County Landfill,VA,Amherst
2410,Atlantic Waste Disposal Inc.,VA,Sussex
2411,Augusta County Service Authority Landfill,VA,Augusta
2412,Battle Creek Landfill,VA,Page
2413,Bedford City Hylton Site,VA,Bedford
2414,Bedford County SLF,VA,Bedford
2415,Bedford County SLF 2,VA,Bedford
2416,Bethel LF,VA,Hampton city
2417,Botetourt County Landfill,VA,Botetourt
2418,Brunswick Waste Management Facility,VA,Brunswick
2419,Campbell County Landfill,VA,Campbell
2420,Caroline County LF,VA,Caroline
2421,Carroll-Grayson-Galax SW Authority (CGGSWA) Regional Landfill,VA,Carroll
2423,Charles City County SLF,VA,Charles City
2424,Chesterfield County Northern Area LF,VA,Chesterfield
2425,City of Bristol Virginia Integrated Solid Waste Management Facility,VA,Bristol city
2426,Concord Turnpike Regional Landfill,VA,Lynchburg city
2427,Corral Farm Landfill,VA,Fauquier
2428,Danville City SLF,VA,Danville city
2429,Dinwiddie County Landfill,VA,Dinwiddie
2430,Franklin County SLF,VA,Franklin
2431,Frederick County Regional Landfill,VA,Frederick
2432,Greene County Landfill,VA,Greene
2434,Hanover 301 LF,VA,Hanover
2435,I-66 Landfill,VA,Fairfax
2436,I-95 Landfill,VA,Fairfax
2437,Ivy Material Utilization Center,VA,Albemarle
2438,King and Queen Landfill,VA,King and Queen
2439,King George Landfill Inc.,VA,King George
2440,Livingston Landfill,VA,Spotsylvania
2441,Loudoun County SLF,VA,Loudoun
2444,Lynchburg City LF,VA,Lynchburg city
2445,Madison District LF,VA,Cumberland
2446,Maplewood Recycling & Waste Disposal,VA,Amelia
2447,Martinsville SLF,VA,Henry
2448,Mecklenburg County LF,VA,Mecklenburg
2449,Menchville Road Landfill,VA,Newport News city
2450,Mid-County Landfill,VA,Montgomery
2451,Middle Peninsula Landfill,VA,Gloucester
2452,New River Resource Authority SWMF,VA,Pulaski
2453,Newport News City Landfill No. 2,VA,Newport News city
2455,Nottoway County Sanitary Landfill - Blackstone,VA,Nottoway
2456,Old Dominion LF,VA,Henrico
2457,Orange County Landfill,VA,Orange
2460,Pittsylvania County Landfill,VA,Pittsylvania
2461,Prince Edward County SLF,VA,Prince Edward
2462,Prince William County Sanitary Landfill,VA,Prince William
2463,Region 2000 Regional Landfill - Livestock Road Facility,VA,Campbell
2464,Richmond Landfill,VA,Henrico
2465,Roanoke Regional Landfill,VA,Roanoke
2466,Rockbridge County SLF,VA,Rockbridge
2467,Rockingham County Landfill,VA,Rockingham
2468,Scott County Sanitary LF,VA,Scott
2469,Shenandoah County LF,VA,Shenandoah
2470,Shoosmith SLF,VA,Chesterfield
2471,Smith Gap Regional Landfill,VA,Roanoke
2472,South Boston Sanitary LF,VA,Halifax
2473,Springfield Road LF,VA,Henrico
2474,SPSA Regional LF,VA,Suffolk city
2475,SRPSA Butcher Creek Landfill,VA,Mecklenburg
2476,Stafford County LF,VA,Stafford
2477,Tazewell County Landfill,VA,Tazewell
2478,Tri-City Regional Landfill,VA,Petersburg city
2479,Virginia Beach Landfill No. 2,VA,Virginia Beach city
2483,Brattleboro,VT,Windham
2487,Moretown Landfill Inc.,VT,Washington
2488,NEWSVT Landfill,VT,Orleans
2496,Cathcart LF,WA,Snohomish
2497,Cedar Hills Regional LF,WA,King
2499,Centralia LF,WA,Lewis
2500,Cheyne Road LF,WA,Yakima
2501,Cowlitz County Headquarters Landfill,WA,Cowlitz
2502,Cowlitz County Landfill,WA,Cowlitz
2505,Ephrata LF,WA,Grant
2506,Fort Lewis LF #5,WA,Pierce
2508,Greater Wenatchee LF,WA,Douglas
2510,Hidden Valley LF,WA,Pierce
2511,Hobart LF,WA,King
2513,Horn Rapids Landfill,WA,Benton
2514,Inman LF,WA,Skagit
2515,Kent Highlands LF,WA,King
2516,Land Recovery Landfill,WA,Pierce
2517,Leichner LF,WA,Clark
2522,Northside LF,WA,Spokane
2527,"Olympic View Sanitary LF, Inc. (OVSL)",WA,Kitsap
2530,Port Angeles SLF,WA,Clallam
2531,Purdy LF,WA,Pierce
2532,Rainbow Valley LF,WA,Pacific
2533,Roosevelt Regional MSW Landfill,WA,Klickitat
2539,Sudbury Road LF,WA,Walla Walla
2540,Tacoma City Solid Waste Facility,WA,Pierce
2541,Terrace Heights LF,WA,Yakima
2542,Thurston County Waste and Recovery Center,WA,Thurston
2543,Vashon LF,WA,King
2546,Adams County Resource Recovery LF,WI,Adams
2547,Advanced Disposal Cranberry Creek Landfill LLC,WI,Wood
2548,Advanced Disposal Emerald Park Landfill LLC,WI,Waukesha
2549,Advanced Disposal Glacier Ridge Landfill LLC,WI,Dodge
2550,Advanced Disposal Hickory Meadows Landfill LLC,WI,Calumet
2551,Advanced Disposal Mallard Ridge Landfill Inc.,WI,Walworth
2552,Advanced Disposal Seven Mile Creek Landfill,WI,Eau Claire
2553,Brown County East LF,WI,Brown
2554,Brown County West LF,WI,Brown
2555,Dane County LF #1-Verona,WI,Dane
2556,Dane County LF #2-Rodefeld,WI,Dane
2557,Deer Track Park Landfill,WI,Jefferson
2565,Janesville City/Rock County Landfill,WI,Rock
2566,Kestrel Hawk Landfill,WI,Racine
2567,Kewaunee County Solid Waste Balefill,WI,Kewaunee
2568,La Crosse County Landfill,WI,La Crosse
2569,Lake Area Landfill,WI,Washburn
2570,Lincoln County SLF,WI,Lincoln
2571,Marathon County Landfill,WI,Marathon
2572,Marinette/Oconto County LF,WI,Marinette
2574,Metro RDF,WI,Milwaukee
2576,Moccasin Mike SLF,WI,Douglas
2579,Orchard Ridge RDF,WI,Waukesha
2580,Outagamie County LF,WI,Outagamie
2581,Pheasant Run Recycling and Disposal Facility,WI,Kenosha
2583,Portage County Sanitary Landfill,WI,Portage
2586,Ridgeview RDF,WI,Manitowoc
2587,Ridgeville Site I,WI,Monroe
2588,Ridgeville Site II,WI,Monroe
2591,Sauk County SLF,WI,Sauk
2592,Sheboygan Falls City LF,WI,Sheboygan
2593,Timberline Trail Recycling & Disposal Facility,WI,Rusk
2594,Troy Area Landfill,WI,Walworth
2596,Valley Trail Recycling & Disposal Facility,WI,Green Lake
2599,Winnebago County Snell Road Landfill,WI,Winnebago
2600,Winnebago County Sunnyview Landfill,WI,Winnebago
2601,WMWI Stone Ridge Recycling and Disposal,WI,Waukesha
2603,Brooke County LF (Subtitle D),WV,Brooke
2604,City of Charleston Landfill,WV,Kanawha
2605,Copper Ridge LF,WV,McDowell
2606,Disposal Service Inc. Landfill,WV,Putnam
2607,Elkins Landfill,WV,Randolph
2608,Greenbrier County Landfill,WV,Greenbrier
2609,Ham Sanitary Landfill Inc.,WV,Monroe
2610,LCS Services Landfill,WV,Berkeley
2611,Meadowfill Landfill,WV,Harrison
2612,Mercer County Landfill,WV,Mercer
2614,Northwestern Landfill,WV,Wood
2616,Pocahontas County Landfill,WV,Pocahontas
2617,Raleigh County SWA Landfill,WV,Raleigh
2618,S & S Grading Inc. Landfill,WV,Harrison
2619,Short Creek Sanitary Landfill,WV,Ohio
2620,Sycamore Landfill,WV,Putnam
2621,Tucker County Landfill,WV,Tucker
2623,Wetzel County Landfill,WV,Wetzel
2624,Campbell County Landfill No.2,WY,Campbell
2625,Casper Balefill,WY,Natrona
2626,Cheyenne Landfill,WY,Laramie
2627,Eastern Laramie County SWDD,WY,Laramie
2628,Sheridan Existing Landfill,WY,Sheridan
